Year,CO2 Emissions (MtCO2),Temperature Anomalies (°C)
2008,66.964,.54
2009,72.461,.66
2010,76.266,.73
2011,76.224,.61
2012,80.255,.65
2013,88.105,.68
2014,98.284,.75
2015,96.774,.90
2016,99.686,1.02
2017,92.275,.92
2018,87.112,.85
2019,94.498,.98
2020,89.731,1.02
2021,95.765,.85
2022,99.718,.90
1959,0.011,.03
1960,0.011,-.03
1961,0.011,.06
1962,0.011,.03
1963,0.011,.05
1964,0.011,-.20
1965,0.015,-.11
1966,0.018,-.06
1967,0.018,-.02
1968,0.018,-.08
1969,0.018,.05
1970,0.029,.03
1971,0.029,-.08
1972,0.029,.01
1973,0.029,.16
1974,0.029,-.07
1975,0.033,-.01
1976,0.04,-.10
1977,0.04,.18
1978,0.029,.07
1979,0.022,.16
1980,0.048,.26
1981,0.048,.32
1982,0.048,.14
1983,0.048,.31
1984,0.048,.16
1985,0.048,.12
1986,0.044,.18
1987,0.048,.32
1988,0.051,.39
1989,0.051,.27
1990,0.066,.45
1991,0.066,.40
1992,0.07,.22
1993,0.073,.23
1994,0.073,.31
1995,0.077,.44
1996,0.081,.33
1997,0.084,.46
1998,0.092,.61
1999,0.095,.38
2000,0.103,.39
2001,0.106,.53
2002,0.106,.63
2003,0.136,.62
2004,0.147,.53
2005,0.143,.68
2006,0.165,.64
2007,0.106,.66
2008,0.11,.54
2009,0.136,.66
2010,0.161,.73
2011,0.143,.61
2012,0.154,.65
2013,0.183,.68
2014,0.161,.75
2015,0.18,.90
2016,0.216,1.02
2017,0.267,.92
2018,0.293,.85
2019,0.311,.98
2020,0.381,1.02
2021,0.415,.85
2022,0.413,.90
1950,0.089,-.17
1951,0.118,-.07
1952,0.154,.01
1953,0.13,.08
1954,0.137,-.13
1955,0.135,-.14
1956,0.176,-.19
1957,0.189,.05
1958,0.216,.06
1959,0.187,.03
1960,0.224,-.03
1961,0.267,.06
1962,0.238,.03
1963,0.234,.05
1964,0.267,-.20
1965,0.245,-.11
1966,0.308,-.06
1967,0.322,-.02
1968,0.451,-.08
1969,0.502,.05
1970,0.572,.03
1971,0.685,-.08
1972,0.663,.01
1973,1.22,.16
1974,1.623,-.07
1975,1.099,-.01
1976,1.235,-.10
1977,0.48,.18
1978,0.322,.07
1979,0.348,.16
1980,0.406,.26
1981,0.471,.32
1982,1.343,.14
1983,1.142,.31
1984,1.14,.16
1985,1.275,.12
1986,1.062,.18
1987,1.32,.32
1988,1.493,.39
1989,1.496,.27
1990,1.008,.45
1991,1.083,.40
1992,1.289,.22
1993,1.16,.23
1994,3.384,.31
1995,3.225,.44
1996,4.037,.33
1997,4.831,.46
1998,3.869,.61
1999,3.916,.38
2000,4.284,.39
2001,4.178,.53
2002,2.72,.63
2003,3.258,.62
2004,3.549,.53
2005,4.352,.68
2006,4.786,.64
2007,4.259,.66
2008,4.27,.54
2009,4.944,.66
2010,5.5,.73
2011,5.046,.61
2012,5.02,.65
2013,5.892,.68
2014,5.47,.75
2015,5.633,.90
2016,5.729,1.02
2017,5.651,.92
2018,6.545,.85
2019,7.29,.98
2020,7.392,1.02
2021,7.256,.85
2022,7.432,.90
1969,0.011,.05
1970,0.011,.03
1971,0.011,-.08
1972,0.011,.01
1973,0.011,.16
1974,0.011,-.07
1975,0.015,-.01
1976,0.015,-.10
1977,0.029,.18
1978,0.029,.07
1979,0.026,.16
1980,0.029,.26
1981,0.066,.32
1982,0.051,.14
1983,0.051,.31
1984,0.022,.16
1985,0.022,.12
1986,0.022,.18
1987,0.022,.32
1988,0.022,.39
1989,0.022,.27
1990,0.044,.45
1991,0.044,.40
1992,0.044,.22
1993,0.048,.23
1994,0.048,.31
1995,0.048,.44
1996,0.051,.33
1997,0.051,.46
1998,0.048,.61
1999,0.051,.38
2000,0.051,.39
2001,0.048,.53
2002,0.04,.63
2003,0.048,.62
2004,0.055,.53
2005,0.062,.68
2006,0.066,.64
2007,0.066,.66
2008,0.066,.54
2009,0.066,.66
2010,0.073,.73
2011,0.081,.61
2012,0.084,.65
2013,0.084,.68
2014,0.081,.75
2015,0.081,.90
2016,0.073,1.02
2017,0.081,.92
2018,0.081,.85
2019,0.084,.98
2020,0.066,1.02
2021,0.069,.85
2022,0.068,.90
1950,0.286,-.17
1951,0.311,-.07
1952,0.388,.01
1953,0.432,.08
1954,0.407,-.13
1955,0.348,-.14
1956,0.484,-.19
1957,0.462,.05
1958,0.447,.06
1959,0.385,.03
1960,0.491,-.03
1961,0.491,.06
1962,0.55,.03
1963,0.601,.05
1964,0.674,-.20
1965,0.846,-.11
1966,0.992,-.06
1967,0.875,-.02
1968,1.036,-.08
1969,1.146,.05
1970,1.249,.03
1971,1.527,-.08
1972,1.761,.01
1973,2.043,.16
1974,1.904,-.07
1975,2.036,-.01
1976,2.082,-.10
1977,2.607,.18
1978,2.912,.07
1979,2.781,.16
1980,2.448,.26
1981,2.236,.32
1982,2.071,.14
1983,2.089,.31
1984,1.981,.16
1985,2.242,.12
1986,2.578,.18
1987,2.724,.32
1988,2.906,.39
1989,2.933,.27
1990,2.913,.45
1991,3.288,.40
1992,3.742,.22
1993,3.891,.23
1994,5.2,.31
1995,4.801,.44
1996,4.686,.33
1997,4.916,.46
1998,5.234,.61
1999,5.438,.38
2000,5.394,.39
2001,5.667,.53
2002,6.245,.63
2003,6.583,.62
2004,6.842,.53
2005,6.723,.68
2006,7.007,.64
2007,7.961,.66
2008,7.99,.54
2009,7.748,.66
2010,7.493,.73
2011,7.311,.61
2012,7.26,.65
2013,7.632,.68
2014,7.748,.75
2015,7.406,.90
2016,7.856,1.02
2017,8.029,.92
2018,8.012,.85
2019,7.698,.98
2020,6.763,1.02
2021,7.655,.85
2022,7.889,.90
1880,0.0,-.16
1881,0.0,-.08
1882,0.0,-.11
1883,0.0,-.17
1884,0.0,-.28
1885,0.0,-.33
1886,0.0,-.31
1887,0.0,-.36
1888,0.0,-.17
1889,0.0,-.11
1890,0.0,-.35
1891,0.0,-.23
1892,0.0,-.28
1893,0.0,-.31
1894,0.0,-.30
1895,0.0,-.23
1896,0.0,-.12
1897,0.0,-.11
1898,0.0,-.28
1899,0.0,-.18
1900,0.0,-.09
1901,0.0,-.16
1902,0.0,-.28
1903,0.0,-.37
1904,0.0,-.48
1905,0.0,-.27
1906,0.0,-.23
1907,0.0,-.39
1908,0.0,-.43
1909,0.0,-.49
1910,0.0,-.44
1911,0.0,-.45
1912,0.0,-.37
1913,0.0,-.35
1914,0.0,-.16
1915,0.0,-.14
1916,0.0,-.36
1917,0.0,-.46
1918,0.0,-.30
1919,0.0,-.28
1920,0.0,-.28
1921,0.0,-.19
1922,0.0,-.28
1923,0.0,-.27
1924,0.0,-.27
1925,0.0,-.22
1926,0.0,-.11
1927,0.0,-.22
1928,0.0,-.20
1929,0.0,-.36
1930,0.0,-.16
1931,0.0,-.09
1932,0.0,-.16
1933,0.0,-.29
1934,0.0,-.12
1935,0.0,-.20
1936,0.0,-.15
1937,0.0,-.03
1938,0.0,.00
1939,0.0,-.02
1940,0.0,.12
1941,0.0,.19
1942,0.0,.07
1943,0.0,.09
1944,0.0,.20
1945,0.0,.09
1946,0.0,-.07
1947,0.0,-.03
1948,0.0,-.11
1949,0.0,-.11
1950,0.551,-.17
1951,0.461,-.07
1952,0.515,.01
1953,0.428,.08
1954,0.505,-.13
1955,0.503,-.14
1956,0.582,-.19
1957,0.596,.05
1958,0.498,.06
1959,0.546,.03
1960,0.462,-.03
1961,0.553,.06
1962,0.586,.03
1963,0.623,.05
1964,0.762,-.20
1965,1.172,-.11
1966,1.238,-.06
1967,1.359,-.02
1968,1.598,-.08
1969,1.891,.05
1970,2.242,.03
1971,2.455,-.08
1972,2.711,.01
1973,2.876,.16
1974,3.243,-.07
1975,3.986,-.01
1976,3.961,-.10
1977,4.052,.18
1978,4.814,.07
1979,5.419,.16
1980,5.569,.26
1981,3.866,.32
1982,5.555,.14
1983,4.518,.31
1984,5.133,.16
1985,6.984,.12
1986,5.577,.18
1987,7.35,.32
1988,8.805,.39
1989,8.266,.27
1990,4.782,.45
1991,4.309,.40
1992,3.844,.22
1993,5.093,.23
1994,4.133,.31
1995,6.225,.44
1996,7.526,.33
1997,7.211,.46
1998,6.755,.61
1999,6.092,.38
2000,6.634,.39
2001,7.65,.53
2002,7.45,.63
2003,5.301,.62
2004,7.386,.53
2005,7.564,.68
2006,6.887,.64
2007,6.653,.66
2008,6.713,.54
2009,5.66,.66
2010,6.225,.73
2011,6.523,.61
2012,8.54,.65
2013,9.68,.68
2014,9.903,.75
2015,9.555,.90
2016,11.983,1.02
2017,12.002,.92
2018,10.352,.85
2019,10.535,.98
2020,11.019,1.02
2021,11.729,.85
2022,11.734,.90
1885,0.005,-.33
1890,0.015,-.35
1891,0.017,-.23
1892,0.019,-.28
1893,0.034,-.31
1894,0.064,-.30
1895,0.064,-.23
1896,0.072,-.12
1897,0.056,-.11
1898,0.085,-.28
1899,0.099,-.18
1900,0.134,-.09
1901,0.146,-.16
1902,0.137,-.28
1903,0.148,-.37
1904,0.158,-.48
1905,0.172,-.27
1906,0.206,-.23
1907,0.209,-.39
1908,0.225,-.43
1909,0.231,-.49
1910,0.229,-.44
1911,0.248,-.45
1912,0.254,-.37
1913,0.698,-.35
1919,0.5,-.28
1920,0.664,-.28
1921,0.707,-.19
1922,1.027,-.28
1923,1.12,-.27
1924,1.149,-.27
1925,1.261,-.22
1926,1.228,-.11
1927,1.387,-.22
1928,1.555,-.20
1929,1.719,-.36
1930,1.617,-.16
1931,1.472,-.09
1932,1.346,-.16
1933,1.245,-.29
1934,1.295,-.12
1935,1.354,-.20
1936,1.338,-.15
1937,1.492,-.03
1938,1.41,.00
1939,1.481,-.02
1940,1.725,.12
1943,0.061,.09
1944,0.015,.20
1945,0.867,.09
1946,1.704,-.07
1947,2.364,-.03
1948,2.668,-.11
1949,3.049,-.11
1950,2.935,-.17
1951,2.779,-.07
1952,2.786,.01
1953,2.771,.08
1954,3.306,-.13
1955,3.786,-.14
1956,4.333,-.19
1957,4.7,.05
1958,4.633,.06
1959,5.312,.03
1960,5.805,-.03
1961,6.088,.06
1962,6.247,.03
1963,6.95,.05
1964,7.879,-.20
1965,8.113,-.11
1966,8.042,-.06
1967,8.13,-.02
1968,8.697,-.08
1969,9.019,.05
1970,11.796,.03
1971,12.706,-.08
1972,11.892,.01
1973,14.225,.16
1974,14.28,-.07
1975,14.893,-.01
1976,15.367,-.10
1977,14.936,.18
1978,16.698,.07
1979,18.167,.16
1980,17.857,.26
1981,19.406,.32
1982,17.823,.14
1983,19.194,.31
1984,20.244,.16
1985,20.653,.12
1986,21.575,.18
1987,21.06,.32
1988,21.738,.39
1989,21.67,.27
1990,22.975,.45
1991,16.985,.40
1992,16.369,.22
1993,16.806,.23
1994,16.05,.31
1995,16.816,.44
1996,17.344,.33
1997,18.557,.46
1998,19.011,.61
1999,20.022,.38
2000,19.66,.39
2001,20.782,.53
2002,21.887,.63
2003,23.213,.62
2004,22.885,.53
2005,23.34,.68
2006,23.547,.64
2007,24.86,.66
2008,23.594,.54
2009,21.805,.66
2010,21.018,.73
2011,20.65,.61
2012,19.081,.65
2013,18.432,.68
2014,17.682,.75
2015,17.825,.90
2016,18.109,1.02
2017,18.744,.92
2018,17.724,.85
2019,17.857,.98
2020,16.871,1.02
2021,17.411,.85
2022,17.526,.90
1941,0.076,.19
1942,0.084,.07
1943,0.084,.09
1944,0.087,.20
1945,0.109,.09
1946,0.167,-.07
1947,0.189,-.03
1948,0.182,-.11
1949,0.182,-.11
1950,5.605,-.17
1951,6.469,-.07
1952,6.282,.01
1953,6.191,.08
1954,5.949,-.13
1955,6.777,-.14
1956,5.842,-.19
1957,13.866,.05
1958,17.995,.06
1959,15.665,.03
1960,13.687,-.03
1961,12.168,.06
1962,14.155,.03
1963,13.026,.05
1964,14.279,-.20
1965,14.594,-.11
1966,15.169,-.06
1967,15.737,-.02
1968,16.02,-.08
1969,17.243,.05
1970,18.654,.03
1971,19.589,-.08
1972,20.777,.01
1973,22.375,.16
1974,22.888,-.07
1975,27.039,-.01
1976,27.197,-.10
1977,29.374,.18
1978,30.661,.07
1979,31.685,.16
1980,31.374,.26
1981,32.723,.32
1982,34.527,.14
1983,30.821,.31
1984,32.581,.16
1985,32.556,.12
1986,33.547,.18
1987,33.933,.32
1988,35.616,.39
1989,35.719,.27
1990,29.648,.45
1991,27.17,.40
1992,20.593,.22
1993,19.823,.23
1994,21.382,.31
1995,22.835,.44
1996,23.333,.33
1997,24.809,.46
1998,24.294,.61
1999,24.467,.38
2000,25.775,.39
2001,25.216,.53
2002,25.524,.63
2003,25.943,.62
2004,25.221,.53
2005,26.212,.68
2006,26.818,.64
2007,26.204,.66
2008,28.108,.54
2009,28.396,.66
2010,34.2,.73
2011,29.431,.61
2012,29.839,.65
2013,28.125,.68
2014,27.608,.75
2015,29.469,.90
2016,28.172,1.02
2017,24.948,.92
2018,23.133,.85
2019,22.619,.98
2020,21.277,1.02
2021,20.94,.85
2022,20.921,.90
1926,0.503,-.11
1927,0.538,-.22
1928,1.245,-.20
1929,1.556,-.36
1930,2.025,-.16
1931,1.682,-.09
1932,1.646,-.16
1933,1.761,-.29
1934,1.948,-.12
1935,2.182,-.20
1936,2.372,-.15
1937,2.769,-.03
1938,3.003,.00
1939,2.802,-.02
1940,2.264,.12
1941,2.759,.19
1942,1.608,.07
1943,2.597,.09
1944,3.256,.20
1945,3.783,.09
1946,4.241,-.07
1947,4.806,-.03
1948,4.922,-.11
1949,0.0,-.11
1950,6.164,-.17
1951,9.722,-.07
1952,5.613,.01
1953,6.497,.08
1954,13.141,-.13
1955,10.87,-.14
1956,14.058,-.19
1957,9.602,.05
1958,8.411,.06
1959,10.827,.03
1960,9.309,-.03
1961,9.716,.06
1962,10.67,.03
1963,10.22,.05
1964,9.937,-.20
1965,8.916,-.11
1966,8.337,-.06
1967,10.27,-.02
1968,9.55,-.08
1969,12.498,.05
1970,13.978,.03
1971,12.165,-.08
1972,11.796,.01
1973,13.086,.16
1974,11.861,-.07
1975,8.589,-.01
1976,18.348,-.10
1977,9.583,.18
1978,8.162,.07
1979,8.562,.16
1980,8.811,.26
1981,8.392,.32
1982,9.383,.14
1983,4.822,.31
1984,12.042,.16
1985,14.095,.12
1986,2.702,.18
1987,2.402,.32
1988,2.366,.39
1989,4.505,.27
1990,4.824,.45
1991,3.849,.40
1992,3.171,.22
1993,4.896,.23
1994,4.694,.31
1995,4.645,.44
1996,4.345,.33
1997,4.547,.46
1998,0.251,.61
1999,1.881,.38
2000,4.99,.39
2001,5.081,.53
2002,4.899,.63
2003,4.902,.62
2004,5.143,.53
2005,5.098,.68
2006,5.313,.64
2007,5.981,.66
2008,5.753,.54
2009,5.887,.66
2010,4.055,.73
2011,5.173,.61
2012,6.287,.65
2013,5.928,.68
2014,6.797,.75
2015,7.328,.90
2016,6.192,1.02
2017,4.965,.92
2018,4.313,.85
2019,2.242,.98
2020,1.806,1.02
2021,1.741,.85
2022,1.757,.90
1950,0.267,-.17
1951,0.282,-.07
1952,0.315,.01
1953,0.366,.08
1954,0.443,-.13
1955,0.451,-.14
1956,0.674,-.19
1957,0.817,.05
1958,0.765,.06
1959,0.831,.03
1960,0.886,-.03
1961,0.864,.06
1962,0.905,.03
1963,0.985,.05
1964,1.0,-.20
1965,1.15,-.11
1966,1.242,-.06
1967,1.362,-.02
1968,1.622,-.08
1969,1.67,.05
1970,1.703,.03
1971,1.884,-.08
1972,2.406,.01
1973,2.504,.16
1974,1.929,-.07
1975,1.991,-.01
1976,2.488,-.10
1977,2.699,.18
1978,2.845,.07
1979,3.045,.16
1980,3.261,.26
1981,3.096,.32
1982,3.157,.14
1983,3.151,.31
1984,3.235,.16
1985,3.145,.12
1986,3.606,.18
1987,4.185,.32
1988,4.198,.39
1989,4.43,.27
1990,4.645,.45
1991,5.133,.40
1992,5.506,.22
1993,5.749,.23
1994,5.991,.31
1995,5.862,.44
1996,6.212,.33
1997,6.298,.46
1998,6.592,.61
1999,6.859,.38
2000,7.105,.39
2001,6.978,.53
2002,7.169,.63
2003,7.56,.62
2004,7.789,.53
2005,7.957,.68
2006,8.185,.64
2007,8.503,.66
2008,8.716,.54
2009,8.47,.66
2010,8.101,.73
2011,7.788,.61
2012,7.263,.65
2013,6.583,.68
2014,6.951,.75
2015,6.972,.90
2016,7.374,1.02
2017,7.504,.92
2018,7.322,.85
2019,7.342,.98
2020,6.911,1.02
2021,7.029,.85
2022,7.029,.90
1880,15.564,-.16
1881,16.438,-.08
1882,16.809,-.11
1883,17.954,-.17
1884,18.545,-.28
1885,19.471,-.33
1886,20.469,-.31
1887,21.5,-.36
1888,23.044,-.17
1889,24.397,-.11
1890,26.091,-.35
1891,27.05,-.23
1892,27.461,-.28
1893,28.071,-.31
1894,28.775,-.30
1895,29.864,-.23
1896,30.599,-.12
1897,32.385,-.11
1898,33.108,-.28
1899,33.968,-.18
1900,33.721,-.09
1901,35.235,-.16
1902,35.706,-.28
1903,36.377,-.37
1904,36.732,-.48
1905,37.813,-.27
1906,39.488,-.23
1907,41.5,-.39
1908,42.266,-.43
1909,42.008,-.49
1910,41.57,-.44
1911,42.096,-.45
1912,44.791,-.37
1913,46.851,-.35
1914,42.712,-.16
1915,42.618,-.14
1916,45.36,-.36
1917,42.654,-.46
1918,36.366,-.30
1919,34.356,-.28
1920,34.073,-.28
1921,32.723,-.19
1922,29.205,-.28
1923,30.868,-.27
1924,37.888,-.27
1925,35.656,-.22
1926,36.152,-.11
1927,38.797,-.22
1928,40.849,-.20
1929,45.695,-.36
1930,40.313,-.16
1931,37.72,-.09
1932,32.877,-.16
1933,30.066,-.29
1934,30.033,-.12
1935,30.919,-.20
1936,33.594,-.15
1937,40.694,-.03
1938,46.59,.00
1939,51.194,-.02
1940,57.696,.12
1941,58.076,.19
1942,62.637,.07
1943,69.156,.09
1944,65.928,.20
1945,34.988,.09
1946,43.569,-.07
1947,49.453,-.03
1948,53.451,-.11
1949,56.189,-.11
1950,57.854,-.17
1951,61.651,-.07
1952,65.919,.01
1953,68.322,.08
1954,72.966,-.13
1955,75.747,-.14
1956,81.281,-.19
1957,84.904,.05
1958,92.772,.06
1959,92.872,.03
1960,99.053,-.03
1961,107.505,.06
1962,114.564,.03
1963,120.492,.05
1964,125.402,-.20
1965,122.2,-.11
1966,121.522,-.06
1967,121.279,-.02
1968,126.88,-.08
1969,134.694,.05
1970,154.42,.03
1971,161.977,-.08
1972,163.451,.01
1973,164.108,.16
1974,166.0,-.07
1975,173.668,-.01
1976,180.411,-.10
1977,185.792,.18
1978,187.464,.07
1979,182.557,.16
1980,184.677,.26
1981,182.648,.32
1982,180.846,.14
1983,181.076,.31
1984,187.168,.16
1985,184.6,.12
1986,185.854,.18
1987,183.641,.32
1988,180.617,.39
1989,172.331,.27
1990,164.25,.45
1991,148.883,.40
1992,145.706,.22
1993,140.124,.23
1994,132.668,.31
1995,131.622,.44
1996,135.019,.33
1997,130.942,.46
1998,125.609,.61
1999,116.672,.38
2000,127.236,.39
2001,127.144,.53
2002,123.97,.63
2003,127.572,.62
2004,128.292,.53
2005,125.691,.68
2006,126.555,.64
2007,128.382,.66
2008,122.951,.54
2009,114.999,.66
2010,117.491,.73
2011,115.202,.61
2012,111.298,.65
2013,106.733,.68
2014,104.256,.75
2015,105.022,.90
2016,106.681,1.02
2017,107.777,.92
2018,106.358,.85
2019,101.033,.98
2020,91.697,1.02
2021,96.665,.85
2022,97.969,.90
1920,0.004,-.28
1921,0.007,-.19
1922,0.081,-.28
1923,0.161,-.27
1924,0.216,-.27
1925,0.172,-.22
1926,0.238,-.11
1927,0.231,-.22
1928,0.282,-.20
1929,0.304,-.36
1930,0.388,-.16
1931,0.249,-.09
1932,0.051,-.16
1933,0.004,-.29
1934,0.018,-.12
1935,0.033,-.20
1936,0.04,-.15
1937,0.103,-.03
1938,0.121,.00
1939,0.088,-.02
1940,0.077,.12
1941,0.102,.19
1942,0.143,.07
1943,0.22,.09
1944,0.172,.20
1945,0.172,.09
1946,0.311,-.07
1947,0.326,-.03
1948,0.373,-.11
1949,0.476,-.11
1950,1.48,-.17
1951,1.747,-.07
1952,2.084,.01
1953,2.289,.08
1954,2.816,-.13
1955,3.388,-.14
1956,3.175,-.19
1957,3.329,.05
1958,2.926,.06
1959,2.699,.03
1960,2.319,-.03
1961,2.355,.06
1962,2.172,.03
1963,2.293,.05
1964,1.974,-.20
1965,2.469,-.11
1966,2.403,-.06
1967,2.289,-.02
1968,3.366,-.08
1969,3.648,.05
1970,2.71,.03
1971,2.959,-.08
1972,3.017,.01
1973,3.189,.16
1974,3.365,-.07
1975,3.233,-.01
1976,3.405,-.10
1977,3.477,.18
1978,3.526,.07
1979,3.74,.16
1980,3.485,.26
1981,3.755,.32
1982,3.047,.14
1983,3.998,.31
1984,3.932,.16
1985,3.612,.12
1986,3.346,.18
1987,3.816,.32
1988,3.978,.39
1989,4.352,.27
1990,4.249,.45
1991,3.28,.40
1992,2.907,.22
1993,2.662,.23
1994,2.751,.31
1995,3.096,.44
1996,3.473,.33
1997,3.089,.46
1998,2.733,.61
1999,2.199,.38
2000,1.705,.39
2001,1.647,.53
2002,1.734,.63
2003,2.096,.62
2004,2.028,.53
2005,2.288,.68
2006,2.353,.64
2007,2.624,.66
2008,2.687,.54
2009,2.447,.66
2010,2.737,.73
2011,3.042,.61
2012,2.799,.65
2013,3.922,.68
2014,5.067,.75
2015,3.277,.90
2016,2.559,1.02
2017,3.102,.92
2018,3.375,.85
2019,3.592,.98
2020,3.71,1.02
2021,3.941,.85
2022,3.602,.90
1880,1.861,-.16
1881,1.971,-.08
1882,2.114,-.11
1883,2.429,-.17
1884,2.418,-.28
1885,2.535,-.33
1886,2.429,-.31
1887,2.492,-.36
1888,2.803,-.17
1889,2.993,-.11
1890,2.869,-.35
1891,3.085,-.23
1892,3.169,-.28
1893,2.997,-.31
1894,3.4,-.30
1895,3.525,-.23
1896,4.313,-.12
1897,4.624,-.11
1898,4.804,-.28
1899,5.251,-.18
1900,5.148,-.09
1901,5.36,-.16
1902,5.503,-.28
1903,5.727,-.37
1904,6.178,-.48
1905,6.009,-.27
1906,6.544,-.23
1907,5.833,-.39
1908,7.236,-.43
1909,8.006,-.49
1910,7.35,-.44
1911,7.83,-.45
1912,9.285,-.37
1913,9.526,-.35
1914,9.765,-.16
1915,10.453,-.14
1916,10.215,-.36
1917,7.434,-.46
1918,8.676,-.30
1919,8.237,-.28
1920,7.192,-.28
1921,6.793,-.19
1922,9.651,-.28
1923,10.527,-.27
1924,12.34,-.27
1925,10.721,-.22
1926,10.468,-.11
1927,13.326,-.22
1928,12.557,-.20
1929,15.125,-.36
1930,13.806,-.16
1931,14.321,-.09
1932,13.427,-.16
1933,13.371,-.29
1934,14.642,-.12
1935,15.25,-.20
1936,15.778,-.15
1937,16.295,-.03
1938,14.631,.00
1939,16.302,-.02
1940,14.823,.12
1941,17.399,.19
1942,16.472,.07
1943,20.622,.09
1944,20.281,.20
1945,14.043,.09
1946,17.644,-.07
1947,21.454,-.03
1948,17.071,-.11
1949,16.88,-.11
1950,21.988,-.17
1951,21.921,-.07
1952,22.899,.01
1953,23.151,.08
1954,25.577,-.13
1955,27.065,-.14
1956,26.372,-.19
1957,24.9,.05
1958,26.791,.06
1959,26.034,.03
1960,29.75,-.03
1961,31.702,.06
1962,36.89,.03
1963,40.668,.05
1964,43.147,-.20
1965,44.293,-.11
1966,50.078,-.06
1967,49.026,-.02
1968,53.273,-.08
1969,59.343,.05
1970,62.039,.03
1971,57.001,-.08
1972,59.575,.01
1973,59.194,.16
1974,55.009,-.07
1975,55.709,-.01
1976,60.057,-.10
1977,61.765,.18
1978,61.028,.07
1979,62.908,.16
1980,60.286,.26
1981,51.716,.32
1982,53.615,.14
1983,50.098,.31
1984,50.781,.16
1985,59.981,.12
1986,58.802,.18
1987,58.242,.32
1988,55.014,.39
1989,48.685,.27
1990,53.477,.45
1991,64.105,.40
1992,58.327,.22
1993,60.574,.23
1994,64.673,.31
1995,61.653,.44
1996,74.9,.33
1997,65.438,.46
1998,61.238,.61
1999,58.653,.38
2000,54.307,.39
2001,55.897,.53
2002,55.554,.63
2003,60.645,.62
2004,55.1,.53
2005,51.535,.68
2006,59.5,.64
2007,54.709,.66
2008,51.256,.54
2009,48.851,.66
2010,49.19,.73
2011,44.237,.61
2012,39.861,.65
2013,41.763,.68
2014,37.571,.75
2015,35.111,.90
2016,36.917,1.02
2017,34.665,.92
2018,34.609,.85
2019,30.95,.98
2020,28.3,1.02
2021,29.608,.85
2022,29.059,.90
1950,0.011,-.17
1951,0.026,-.07
1952,0.026,.01
1953,0.029,.08
1954,0.033,-.13
1955,0.037,-.14
1956,0.029,-.19
1957,0.044,.05
1958,0.048,.06
1959,0.037,.03
1960,0.04,-.03
1961,0.044,.06
1962,0.048,.03
1963,0.066,.05
1964,0.084,-.20
1965,0.121,-.11
1966,0.139,-.06
1967,0.088,-.02
1968,0.121,-.08
1969,0.084,.05
1970,0.139,.03
1971,0.161,-.08
1972,0.191,.01
1973,0.18,.16
1974,0.194,-.07
1975,0.198,-.01
1976,0.198,-.10
1977,0.198,.18
1978,0.202,.07
1979,0.363,.16
1980,0.348,.26
1981,0.3,.32
1982,0.348,.14
1983,0.348,.31
1984,0.352,.16
1985,0.359,.12
1986,0.377,.18
1987,0.388,.32
1988,0.348,.39
1989,0.388,.27
1990,0.297,.45
1991,0.3,.40
1992,0.304,.22
1993,0.304,.23
1994,0.3,.31
1995,0.311,.44
1996,0.308,.33
1997,0.333,.46
1998,0.385,.61
1999,0.385,.38
2000,0.366,.39
2001,0.366,.53
2002,0.399,.63
2003,0.421,.62
2004,0.407,.53
2005,0.414,.68
2006,0.414,.64
2007,0.462,.66
2008,0.498,.54
2009,0.443,.66
2010,0.517,.73
2011,0.473,.61
2012,0.487,.65
2013,0.557,.68
2014,0.388,.75
2015,0.432,.90
2016,0.38,1.02
2017,0.392,.92
2018,0.435,.85
2019,0.449,.98
2020,0.382,1.02
2021,0.455,.85
2022,0.453,.90
1951,0.004,-.07
1952,0.007,.01
1953,0.004,.08
1954,0.004,-.13
1955,0.004,-.14
1956,0.004,-.19
1957,0.004,.05
1958,0.007,.06
1959,0.011,.03
1960,0.011,-.03
1961,0.011,.06
1962,0.011,.03
1963,0.015,.05
1964,0.015,-.20
1965,0.015,-.11
1966,0.015,-.06
1967,0.022,-.02
1968,0.022,-.08
1969,0.018,.05
1970,0.026,.03
1971,0.026,-.08
1972,0.026,.01
1973,0.026,.16
1974,0.029,-.07
1975,0.029,-.01
1976,0.029,-.10
1977,0.026,.18
1978,0.026,.07
1979,0.033,.16
1980,0.037,.26
1981,0.037,.32
1982,0.04,.14
1983,0.04,.31
1984,0.044,.16
1985,0.048,.12
1986,0.048,.18
1987,0.048,.32
1988,0.055,.39
1989,0.059,.27
1990,0.059,.45
1991,0.059,.40
1992,0.059,.22
1993,0.062,.23
1994,0.07,.31
1995,0.081,.44
1996,0.073,.33
1997,0.081,.46
1998,0.077,.61
1999,0.081,.38
2000,0.103,.39
2001,0.11,.53
2002,0.103,.63
2003,0.117,.62
2004,0.143,.53
2005,0.15,.68
2006,0.143,.64
2007,0.172,.66
2008,0.169,.54
2009,0.187,.66
2010,0.172,.73
2011,0.154,.61
2012,0.165,.65
2013,0.158,.68
2014,0.165,.75
2015,0.176,.90
2016,0.172,1.02
2017,0.154,.92
2018,0.161,.85
2019,0.172,.98
2020,0.158,1.02
2021,0.152,.85
2022,0.153,.90
1947,0.007,-.03
1948,0.022,-.11
1949,0.025,-.11
1950,0.348,-.17
1951,0.359,-.07
1952,0.593,.01
1953,0.619,.08
1954,0.626,-.13
1955,0.915,-.14
1956,0.985,-.19
